,tenure,share_weighted_candidates,share_unweighted_candidates,share_difference,population_share,n_in_group
0,1,94.21830465213847,95.46485260770974,-1.2465479555712733,68.159294171242,12944
1,2,4.719618156022174,3.8548752834467117,0.8647428725754627,30.82458979878701,4516
2,3,1.0620771918393566,0.6802721088435374,0.38180508299581917,1.0161160299709826,171
